Time,Sales Rank,New Price,List Price
"9/1/2018, 12:53:38 PM","33342","10.99",""
"9/1/2018, 3:59:31 PM","34775","10.99",""
"9/1/2018, 7:01:46 PM","35991","10.99",""
"9/1/2018, 10:07:01 PM","36446","10.99",""
"9/2/2018, 1:10:47 AM","36484","10.99",""
"9/2/2018, 1:16:32 AM","37396","10.99","10.99"
"9/2/2018, 4:16:47 AM","36501","10.99",""
"9/2/2018, 7:31:53 AM","37008","10.99",""
"9/2/2018, 10:37:46 AM","38628","10.99",""
"9/2/2018, 1:42:41 PM","39783","10.99",""
"9/2/2018, 2:06:53 PM","39783","10.99","10.99"
"9/2/2018, 4:49:42 PM","40880","10.99",""
"9/2/2018, 7:54:39 PM","41531","10.99",""
"9/2/2018, 11:02:15 PM","41517","10.99",""
"9/3/2018, 2:13:45 AM","41380","10.99",""
"9/3/2018, 3:00:13 AM","42190","10.99","10.99"
"9/3/2018, 5:35:40 AM","41657","10.99",""
"9/3/2018, 8:47:02 AM","42582","10.99",""
"9/3/2018, 11:57:57 AM","43645","10.99",""
"9/3/2018, 3:09:45 PM","45212","10.99",""
"9/3/2018, 3:17:47 PM","46116","10.99","10.99"
"9/3/2018, 6:20:57 PM","46568","10.99",""
"9/3/2018, 9:32:45 PM","47109","10.99",""
"9/4/2018, 12:57:10 AM","47221","10.99",""
"9/4/2018, 1:09:42 AM","46329","10.99","10.99"
"9/4/2018, 4:11:00 AM","47752","10.99",""
"9/4/2018, 7:33:41 AM","48497","10.99",""
"9/4/2018, 10:49:40 AM","49295","10.99",""
"9/4/2018, 2:01:44 PM","50101","10.99",""
"9/4/2018, 8:13:37 PM","51572","10.99",""
"9/4/2018, 11:49:59 PM","51172","10.99","10.99"
"9/5/2018, 2:27:44 AM","51213","10.99",""
"9/5/2018, 8:46:40 AM","51941","10.99",""
"9/5/2018, 2:13:42 PM","52497","10.99","10.99"
"9/6/2018, 2:43:17 AM","55140","10.99",""
"9/6/2018, 6:36:00 AM","4690","10.99","10.99"
"9/6/2018, 9:07:21 AM","8132","10.99",""
"9/6/2018, 11:10:52 AM","9034","10.99",""
"9/6/2018, 1:17:46 PM","11800","10.99",""
"9/6/2018, 3:42:50 PM","13384","10.99",""
"9/6/2018, 5:51:34 PM","14290","10.99",""
"9/6/2018, 7:58:38 PM","15764","10.99",""
"9/6/2018, 8:12:12 PM","15449","10.99","10.99"
"9/6/2018, 10:20:20 PM","16738","10.99",""
"9/7/2018, 12:31:36 AM","16908","10.99",""
"9/7/2018, 2:45:33 AM","17361","10.99",""
"9/7/2018, 5:21:16 AM","17804","10.99",""
"9/7/2018, 7:56:31 AM","18271","10.99",""
"9/7/2018, 10:17:27 AM","20411","10.99","10.99"
"9/7/2018, 10:27:33 AM","20828","10.99",""
"9/7/2018, 1:54:33 PM","22359","10.99",""
"9/7/2018, 5:35:39 PM","23157","10.99",""
"9/7/2018, 9:09:46 PM","25584","10.99",""
"9/7/2018, 11:35:08 PM","24944","10.99","10.99"
"9/8/2018, 12:54:37 AM","26249","10.99",""
"9/8/2018, 5:42:55 AM","25855","10.99","10.99"
"9/8/2018, 8:00:25 AM","27422","10.99","10.99"
"9/8/2018, 8:22:29 AM","27017","10.99",""
"9/8/2018, 11:58:50 AM","29849","10.99",""
"9/8/2018, 3:41:38 PM","30359","10.99",""
"9/8/2018, 11:01:33 PM","33537","10.99",""
"9/8/2018, 11:56:27 PM","34040","10.99","10.99"
"9/9/2018, 2:41:37 AM","33825","10.99",""
"9/9/2018, 6:29:35 AM","34095","10.99",""
"9/9/2018, 10:20:35 AM","5141","10.99",""
"9/9/2018, 1:08:44 PM","4987","10.99","10.99"
"9/9/2018, 3:46:47 PM","6320","10.99",""
"9/9/2018, 6:35:39 PM","10540","10.99",""
"9/9/2018, 9:15:56 PM","12918","10.99",""
"9/9/2018, 11:58:39 PM","13632","10.99",""
"9/10/2018, 2:46:01 AM","13783","10.99",""
"9/10/2018, 5:32:13 AM","14495","10.99",""
"9/10/2018, 8:33:15 AM","16080","10.99",""
"9/10/2018, 11:20:38 AM","17323","10.99",""
"9/10/2018, 2:11:30 PM","19120","10.99",""
"9/10/2018, 5:03:13 PM","21085","10.99",""
"9/10/2018, 8:52:32 PM","21757","10.99",""
"9/11/2018, 12:39:00 AM","23309","10.99",""
"9/11/2018, 4:26:52 AM","23554","10.99",""
"9/11/2018, 8:29:30 AM","25402","10.99",""
"9/11/2018, 12:16:37 PM","26418","10.99",""
"9/11/2018, 4:06:57 PM","27219","10.99",""
"9/11/2018, 7:53:49 PM","29561","10.99",""
"9/11/2018, 11:43:27 PM","30823","10.99",""
"9/12/2018, 3:32:09 AM","30976","10.99",""
"9/12/2018, 7:41:43 AM","31491","10.99",""
"9/12/2018, 11:39:58 AM","33752","10.99",""
"9/12/2018, 3:28:45 PM","36106","10.99",""
"9/12/2018, 7:18:11 PM","37304","10.99",""
"9/12/2018, 11:07:29 PM","37604","10.99",""
"9/13/2018, 2:57:46 AM","38462","10.99",""
"9/13/2018, 6:59:08 AM","38953","10.99",""
"9/13/2018, 10:57:00 AM","40869","10.99",""
"9/13/2018, 2:44:38 PM","42767","10.99",""
"9/13/2018, 6:34:38 PM","43143","",""
"9/13/2018, 10:22:43 PM","44265","",""
"9/14/2018, 2:17:45 AM","44357","",""
"9/14/2018, 6:18:44 AM","45080","",""
"9/14/2018, 1:56:57 PM","46625","",""
"9/14/2018, 5:42:48 PM","47491","",""
"9/14/2018, 9:30:32 PM","48349","",""
"9/15/2018, 1:19:01 AM","48317","",""
"9/15/2018, 5:10:30 AM","48732","",""
"9/15/2018, 9:08:59 AM","49936","",""
"9/15/2018, 12:56:16 PM","50929","",""
"9/15/2018, 7:36:45 PM","52672","",""
"9/16/2018, 2:21:42 AM","52361","10.99",""
"9/16/2018, 9:12:35 AM","53328","10.99",""
"9/16/2018, 3:56:25 PM","54911","10.99",""
"9/16/2018, 10:39:51 PM","55972","10.99",""
"9/17/2018, 5:25:17 AM","56361","10.99",""
"9/17/2018, 12:10:20 PM","57928","10.99",""
"9/17/2018, 6:52:05 PM","59210","10.99",""
"9/18/2018, 1:34:04 AM","58635","10.99",""
"9/18/2018, 8:48:39 AM","59643","10.99",""
"9/18/2018, 3:38:11 PM","61062","10.99",""
"9/18/2018, 10:24:11 PM","61703","10.99",""
"9/19/2018, 5:12:11 AM","61330","10.99",""
"9/19/2018, 12:04:26 PM","62133","10.99",""
"9/19/2018, 6:55:21 PM","63383","10.99",""
"9/20/2018, 1:42:34 AM","63402","10.99",""
"9/20/2018, 8:59:44 AM","64045","10.99",""
"9/20/2018, 3:49:52 PM","64891","10.99",""
"9/20/2018, 10:38:05 PM","65458","10.99",""
"9/21/2018, 5:58:57 AM","65986","10.99",""
"9/21/2018, 1:03:05 PM","67074","10.99",""
"9/21/2018, 8:11:35 PM","67524","10.99",""
"9/22/2018, 3:26:03 AM","66937","10.99",""
"9/22/2018, 10:46:18 AM","68155","10.99",""
"9/22/2018, 5:58:37 PM","69106","10.99",""
"9/23/2018, 12:59:05 AM","68650","10.99",""
"9/23/2018, 8:16:55 AM","68535","10.99",""
"9/23/2018, 3:30:23 PM","69726","10.99",""
"9/23/2018, 10:35:51 PM","70330","10.99",""
"9/24/2018, 5:44:46 AM","70196","10.99",""
"9/24/2018, 12:56:55 PM","70846","10.99",""
"9/24/2018, 8:08:43 PM","74864","10.99",""
"9/25/2018, 3:18:29 AM","74884","10.99",""
"9/25/2018, 10:33:59 AM","76228","10.99",""
"9/25/2018, 5:50:47 PM","77619","10.99",""
"9/26/2018, 12:59:21 AM","77459","10.99",""
"9/26/2018, 8:36:38 AM","78021","10.99",""
"9/26/2018, 3:56:11 PM","79546","10.99",""
"9/26/2018, 11:04:29 PM","80313","10.99",""
"9/27/2018, 6:30:50 AM","80375","10.99",""
"9/27/2018, 1:55:52 PM","81773","10.99",""
"9/27/2018, 9:14:30 PM","83028","10.99",""
"9/28/2018, 4:32:23 AM","83279","10.99",""
"9/28/2018, 11:48:30 AM","84374","10.99",""
"9/28/2018, 7:03:18 PM","85579","10.99",""
"9/29/2018, 2:16:45 AM","85505","10.99",""
"9/29/2018, 9:50:40 AM","86621","10.99",""
"9/29/2018, 5:03:57 PM","88366","10.99",""
"9/30/2018, 12:19:50 AM","88656","10.99",""
"9/30/2018, 7:54:01 AM","89208","10.99",""
"9/30/2018, 3:11:07 PM","91120","10.99",""
"9/30/2018, 10:31:35 PM","92145","10.99",""
"10/1/2018, 6:04:17 AM","92663","10.99",""
"10/1/2018, 1:30:44 PM","94258","10.99",""
"10/1/2018, 8:44:41 PM","95325","10.99",""
"10/2/2018, 4:05:59 AM","95267","10.99",""
"10/2/2018, 11:32:54 AM","96790","10.99",""
"10/2/2018, 6:48:42 PM","98541","10.99",""
"10/3/2018, 1:14:36 AM","98672","10.99",""
"10/3/2018, 7:39:53 AM","99212","10.99",""
"10/3/2018, 2:13:40 PM","100061","10.99",""
"10/3/2018, 8:45:26 PM","100994","10.99",""
"10/4/2018, 3:13:32 AM","101279","10.99",""
"10/4/2018, 9:35:00 AM","102095","10.99",""
"10/4/2018, 3:58:33 PM","103256","10.99",""
"10/4/2018, 10:22:11 PM","104006","10.99",""
"10/5/2018, 5:51:19 AM","104099","10.99",""
"10/5/2018, 12:17:41 PM","104997","10.99",""
"10/5/2018, 6:18:42 PM","105932","10.99",""
"10/6/2018, 12:21:01 AM","106116","10.99",""
"10/6/2018, 6:41:51 AM","","10.99",""
"10/6/2018, 6:42:46 PM","108473","10.99",""
"10/7/2018, 1:16:45 AM","108535","10.99",""
"10/7/2018, 7:53:36 AM","108933","10.99",""
"10/7/2018, 2:04:58 PM","110222","10.99",""
"10/7/2018, 8:06:48 PM","111405","10.99",""
"10/8/2018, 2:08:47 AM","111477","10.99",""
"10/8/2018, 8:15:45 AM","112010","10.99",""
"10/8/2018, 2:23:02 PM","113133","10.99",""
"10/8/2018, 8:26:16 PM","113996","10.99",""
"10/9/2018, 2:29:32 AM","113927","10.99",""
"10/9/2018, 8:32:18 AM","114560","10.99",""
"10/9/2018, 2:38:33 PM","115663","10.99",""
"10/9/2018, 8:40:58 PM","116578","10.99",""
"10/10/2018, 2:45:51 AM","116558","10.99",""
"10/10/2018, 8:54:13 AM","117146","10.99",""
"10/10/2018, 3:15:30 PM","117913","10.99",""
"10/10/2018, 9:17:05 PM","118632","10.99",""
"10/11/2018, 3:17:31 AM","118597","10.99",""
"10/11/2018, 9:21:53 AM","119382","10.99",""
"10/11/2018, 3:24:28 PM","120355","10.99",""
"10/11/2018, 9:43:21 PM","121036","10.99",""
"10/12/2018, 3:48:22 AM","120910","10.99",""
"10/12/2018, 10:25:16 AM","121458","10.99",""
"10/12/2018, 4:58:18 PM","4617","10.99",""
"10/12/2018, 7:07:54 PM","5333","10.99",""
"10/12/2018, 9:23:46 PM","6500","10.99",""
"10/12/2018, 11:48:43 PM","6851","10.99",""
"10/13/2018, 2:02:39 AM","7530","10.99",""
"10/13/2018, 4:37:35 AM","8963","10.99",""
"10/13/2018, 7:19:50 AM","9885","10.99",""
"10/13/2018, 9:37:07 AM","12402","10.99",""
"10/13/2018, 12:02:04 PM","14950","10.99",""
"10/13/2018, 2:23:53 PM","16357","10.99",""
"10/13/2018, 4:39:06 PM","18252","10.99",""
"10/13/2018, 6:50:03 PM","18964","10.99",""
"10/13/2018, 9:08:12 PM","19813","10.99",""
"10/13/2018, 11:24:23 PM","20077","10.99",""
"10/14/2018, 2:43:06 AM","20494","10.99",""
"10/14/2018, 6:10:20 AM","21993","10.99",""
"10/14/2018, 9:20:32 AM","23797","10.99",""
"10/14/2018, 12:30:38 PM","25816","10.99",""
"10/14/2018, 3:59:26 PM","27872","10.99",""
"10/14/2018, 7:09:07 PM","29634","10.99",""
"10/14/2018, 10:16:22 PM","30406","10.99",""
"10/15/2018, 1:34:57 AM","30899","10.99",""
"10/15/2018, 4:46:41 AM","3592","10.99",""
"10/15/2018, 7:20:25 AM","6259","10.99",""
"10/15/2018, 12:27:51 PM","10082","10.99",""
"10/15/2018, 3:34:50 PM","12470","10.99",""
"10/15/2018, 5:58:42 PM","15019","10.99",""
"10/15/2018, 8:15:49 PM","15643","10.99",""
"10/15/2018, 10:23:46 PM","16009","10.99",""
"10/16/2018, 12:46:59 AM","16105","10.99",""
"10/16/2018, 3:17:01 AM","16571","10.99",""
"10/16/2018, 5:27:13 AM","17318","10.99",""
"10/16/2018, 7:45:01 AM","18896","10.99",""
"10/16/2018, 10:11:44 AM","19502","10.99",""
"10/16/2018, 12:18:09 PM","","10.99",""
"10/17/2018, 12:26:45 AM","25241","10.99",""
"10/17/2018, 3:49:02 AM","25556","10.99",""
"10/17/2018, 7:37:46 AM","27391","10.99",""
"10/17/2018, 10:46:44 AM","28817","10.99",""
"10/17/2018, 2:11:01 PM","30134","10.99",""
"10/17/2018, 5:31:31 PM","","10.99",""
"10/18/2018, 6:28:57 AM","33908","10.99",""
"10/18/2018, 9:54:33 AM","34928","10.99",""
"10/18/2018, 1:09:59 PM","36021","10.99",""
"10/18/2018, 4:47:51 PM","37761","10.99",""
"10/18/2018, 8:04:58 PM","38441","10.99",""
"10/18/2018, 11:16:02 PM","38598","10.99",""
"10/19/2018, 2:37:06 AM","38809","10.99",""
"10/19/2018, 6:23:34 AM","39677","10.99",""
"10/19/2018, 9:47:39 AM","40559","10.99",""
"10/19/2018, 1:20:45 PM","42232","10.99",""
"10/19/2018, 5:23:27 PM","43209","10.99",""
"10/19/2018, 9:26:38 PM","44068","10.99",""
"10/20/2018, 1:10:55 AM","44311","10.99",""
"10/20/2018, 5:00:03 AM","45010","10.99",""
"10/20/2018, 9:00:14 AM","46009","10.99",""
"10/20/2018, 12:56:00 PM","47529","10.99",""
"10/20/2018, 4:53:36 PM","49177","10.99",""
"10/20/2018, 8:47:08 PM","49798","10.99",""
"10/21/2018, 12:34:56 AM","50092","10.99",""
"10/21/2018, 7:33:05 AM","51514","10.99",""
"10/21/2018, 2:14:45 PM","53818","10.99",""
"10/21/2018, 9:09:29 PM","55591","10.99",""
"10/22/2018, 4:11:54 AM","55590","10.99",""
"10/22/2018, 11:42:49 AM","57827","10.99",""
"10/22/2018, 7:01:46 PM","60581","10.99",""
"10/23/2018, 2:11:40 AM","60915","10.99",""
"10/23/2018, 9:54:04 AM","62080","10.99",""
"10/23/2018, 5:09:28 PM","64020","10.99",""
"10/23/2018, 11:52:56 PM","64438","10.99",""
"10/24/2018, 6:56:31 AM","64939","10.99",""
"10/24/2018, 1:39:16 PM","66539","10.99",""
"10/24/2018, 9:39:37 PM","67406","10.99",""
"10/25/2018, 4:19:36 AM","67461","10.99",""
"10/25/2018, 12:02:05 PM","68678","10.99",""
"10/25/2018, 7:12:56 PM","70533","10.99",""
"10/26/2018, 2:14:29 AM","70791","10.99",""
"10/26/2018, 9:50:34 AM","8575","10.99",""
"10/26/2018, 12:49:47 PM","11156","10.99",""
"10/26/2018, 3:39:50 PM","13565","10.99",""
"10/26/2018, 6:26:10 PM","15439","10.99",""
"10/26/2018, 9:35:57 PM","16374","10.99",""
"10/27/2018, 12:54:04 AM","16826","10.99",""
"10/27/2018, 3:48:24 AM","17329","10.99",""
"10/27/2018, 7:09:42 AM","18805","10.99",""
"10/27/2018, 10:58:32 AM","21978","10.99",""
"10/27/2018, 2:56:31 PM","24604","10.99",""
"10/27/2018, 6:53:08 PM","26031","10.99",""
"10/27/2018, 11:10:21 PM","26745","10.99",""
"10/28/2018, 3:08:10 AM","27116","10.99",""
"10/28/2018, 7:25:43 AM","29122","10.99",""
"10/28/2018, 12:07:26 PM","31564","10.99",""
"10/28/2018, 4:10:33 PM","33441","10.99",""
"10/28/2018, 8:53:06 PM","35579","10.99",""
"10/29/2018, 1:30:39 AM","36135","10.99",""
"10/29/2018, 6:16:05 AM","37147","10.99",""
"10/29/2018, 10:36:52 AM","39460","10.99",""
"10/29/2018, 3:32:56 PM","5835","10.99",""
"10/29/2018, 6:39:21 PM","8805","10.99",""
"10/29/2018, 9:23:39 PM","10511","10.99",""
"10/30/2018, 1:00:02 AM","10941","10.99",""
"10/30/2018, 4:04:45 AM","11464","10.99",""
"10/30/2018, 7:34:21 AM","14263","10.99",""
"10/30/2018, 11:37:13 AM","16163","10.99",""
"10/30/2018, 4:20:57 PM","18052","10.99",""
"10/30/2018, 7:29:53 PM","21493","10.99",""
"10/30/2018, 11:55:27 PM","21868","10.99",""
"10/31/2018, 4:26:15 AM","22810","10.99",""
"10/31/2018, 9:12:42 AM","22871","10.99",""
"10/31/2018, 2:16:59 PM","27350","10.99",""
"10/31/2018, 6:52:27 PM","27967","10.99",""
"10/31/2018, 11:08:44 PM","30601","10.99",""
"11/1/2018, 3:24:56 AM","30912","10.99",""
"11/1/2018, 7:40:02 AM","32784","10.99",""
"11/1/2018, 12:20:17 PM","34867","10.99",""
"11/1/2018, 5:25:30 PM","37323","10.99",""
"11/1/2018, 9:48:50 PM","38756","10.99",""
"11/2/2018, 2:23:23 AM","39153","10.99",""
"11/2/2018, 6:59:28 AM","40211","10.99",""
"11/2/2018, 12:14:02 PM","42753","10.99",""
"11/2/2018, 4:57:30 PM","44664","10.99",""
"11/2/2018, 9:34:07 PM","45545","10.99",""
"11/3/2018, 2:35:23 AM","45869","10.99",""
"11/3/2018, 7:50:17 AM","47169","10.99",""
"11/3/2018, 1:10:22 PM","48873","10.99",""
"11/3/2018, 5:56:30 PM","50494","10.99",""
"11/4/2018, 1:54:19 AM","51268","10.99",""
"11/4/2018, 11:22:15 AM","53634","10.99",""
"11/4/2018, 7:18:41 PM","56773","10.99",""
"11/5/2018, 2:35:18 AM","57214","10.99",""
"11/5/2018, 10:41:04 AM","58689","10.99",""
"11/5/2018, 7:14:01 PM","60664","10.99",""
"11/6/2018, 2:48:06 AM","60321","10.99",""
"11/6/2018, 8:53:47 AM","61133","10.99",""
"11/6/2018, 5:08:10 PM","63909","10.99",""
"11/7/2018, 1:20:22 AM","64135","10.99",""
"11/7/2018, 9:44:25 AM","65290","10.99",""
"11/7/2018, 6:10:37 PM","66548","10.99",""
"11/8/2018, 2:14:17 AM","66923","10.99",""
"11/8/2018, 11:04:56 AM","68098","10.99",""
"11/8/2018, 7:50:19 PM","69510","10.99",""
"11/9/2018, 4:44:44 AM","69436","10.99",""
"11/9/2018, 4:59:20 PM","71819","10.99",""
"11/10/2018, 3:07:00 AM","71590","10.99",""
"11/10/2018, 9:46:07 AM","72429","10.99",""
"11/10/2018, 8:00:43 PM","74419","10.99",""
"11/11/2018, 4:32:10 AM","74244","10.99",""
"11/11/2018, 1:30:49 PM","75497","10.99",""
"11/11/2018, 10:13:46 PM","76448","10.99",""
"11/12/2018, 6:33:51 AM","76966","10.99",""
"11/12/2018, 5:48:46 PM","79257","10.99",""
"11/13/2018, 1:23:41 AM","79201","10.99",""
"11/13/2018, 10:27:50 AM","80006","10.99",""
"11/13/2018, 6:56:13 PM","81621","10.99",""
"11/14/2018, 3:06:46 AM","81322","10.99",""
"12/5/2018, 4:39:12 AM","64758","10.99",""
"12/5/2018, 10:48:17 AM","67159","10.99",""
"12/5/2018, 4:51:45 PM","","10.99",""
"12/6/2018, 4:54:18 AM","72606","10.99",""
"12/6/2018, 10:56:46 AM","74882","10.99",""
"12/6/2018, 4:59:01 PM","77023","10.99",""
"12/6/2018, 11:00:10 PM","78041","10.99",""
"12/7/2018, 5:18:52 AM","78737","10.99",""
"12/7/2018, 11:20:11 AM","80454","10.99",""
"12/7/2018, 5:24:33 PM","82002","10.99",""
"12/7/2018, 11:26:37 PM","82743","10.99",""
"12/8/2018, 5:33:44 AM","83344","10.99",""
"12/8/2018, 11:35:20 AM","85136","10.99",""
"12/8/2018, 5:38:50 PM","86701","10.99",""
"12/8/2018, 11:40:31 PM","87137","10.99",""
"12/9/2018, 5:43:39 AM","87371","10.99",""
"12/9/2018, 11:45:11 AM","88637","10.99",""
"12/9/2018, 5:50:04 PM","90584","10.99",""
"12/9/2018, 11:51:10 PM","91238","10.99",""
"12/10/2018, 5:56:49 AM","91662","10.99",""
"12/10/2018, 11:58:15 AM","92938","10.99",""
"12/10/2018, 6:01:33 PM","94557","10.99",""
"12/11/2018, 12:02:48 AM","94905","10.99",""
"12/11/2018, 6:06:02 AM","94850","10.99",""
"12/11/2018, 12:07:18 PM","95934","10.99",""
"12/11/2018, 6:11:54 PM","11772","10.99",""
"12/11/2018, 8:14:44 PM","13360","10.99",""
"12/11/2018, 10:16:40 PM","14365","10.99",""
"12/12/2018, 12:20:09 AM","14644","10.99",""
"12/12/2018, 2:21:47 AM","15323","10.99",""
"12/12/2018, 4:24:21 AM","16123","10.99",""
"12/12/2018, 6:30:17 AM","16791","10.99",""
"12/12/2018, 8:36:38 AM","18945","10.99",""
"12/12/2018, 10:38:59 AM","20310","10.99",""
"12/12/2018, 1:39:56 PM","22399","10.99",""
"12/12/2018, 4:42:08 PM","23200","10.99",""
"12/12/2018, 7:46:24 PM","","10.99",""
"12/13/2018, 7:50:43 AM","29481","10.99",""
"12/13/2018, 10:52:40 AM","30830","10.99",""
"12/13/2018, 1:54:29 PM","32132","10.99",""
"12/13/2018, 4:56:29 PM","33507","10.99",""
"12/13/2018, 7:58:47 PM","","10.99",""
"12/14/2018, 8:00:41 AM","37299","10.99",""
"12/14/2018, 11:02:17 AM","38912","8.99",""
"12/14/2018, 2:04:37 PM","39717","8.99",""
"12/14/2018, 11:12:42 PM","42233","8.99",""
"12/15/2018, 2:14:18 AM","42719","8.99",""
"12/15/2018, 5:18:15 AM","43489","8.99",""
"12/15/2018, 8:23:25 AM","44953","8.99",""
"12/15/2018, 11:25:25 AM","46519","8.99",""
"12/15/2018, 2:27:28 PM","47872","8.99",""
"12/15/2018, 5:32:23 PM","49118","8.99",""
"12/15/2018, 8:37:00 PM","49998","8.99",""
"12/15/2018, 11:38:09 PM","50414","8.99",""
"12/16/2018, 5:42:39 AM","51494","8.99",""
